Karmn,Name,RA_J2000,DE_J2000,Ref01,muRA_masa-1,muDE_masa-1,Ref07,pi_mas,Ref08,Vr_kms-1,Ref10,BP_mag,Ref25,RP_mag,Ref32,Gaia_id
J19540+325,G 125-043,19:54:02.66,+32:33:53.3,DR3,173.206000203027,160.506250022676,DR3,21.7404344878292,DR3,-56.653,DR3,12.6961,DR3,10.3945,APASS9,2034291094904356224
J19546+202,TYC 1624-397-1,19:54:37.56,+20:13:06.5,DR3,-38.0414402876872,-62.8937086404687,DR3,36.3848510907934,DR3,-47.846,EDR3,11.0392,DR3,9.2262,PS1,1826261983123386240
J19558+512,Wolf 1122,19:55:52.81,+51:16:22.1,DR3,472.262163525572,346.727282669895,DR3,39.3681568976717,DR3,-47.722,DR3,12.0838,DR3,9.9707,UCAC4,2088887447842531584
J19564+591,BD+58 2015B,19:56:24.86,+59:09:21.5,DR3,-430.940702856093,-107.922831196182,DR3,36.7364827980681,DR3,8.927,DR3,13.7742,DR3,11.2141,UCAC4,2235729562191515136
J19565+591,BD+58 2015A,19:56:33.95,+59:09:41.5,DR3,-423.907552333934,-78.1252443777123,DR3,36.8141643381235,DR3,8.615,EDR3,10.1521,DR3,8.5215,PS1,2235729905789807872
J19573-125,HD 188807 B,19:57:23.80,-12:33:50.2,DR3,-89.6009124108573,-518.090014048756,DR3,56.1738956968829,DR3,-10.513,DR3,15.6373,DR3,12.1926,PS1,4188996885011268608
J19582+020,LP 634-002,19:58:15.74,+02:02:15.6,DR3,-337.707063473971,-820.544185039831,DR3,64.1467249609067,DR3,3.765,DR3,12.2244,DR3,9.8375,UCAC4,4240815184408080512
J19582+650,G 260-038,19:58:16.48,+65:02:18.8,DR3,-66.6677719757969,388.736317048248,DR3,53.8077303082405,DR3,-51.168,DR3,13.0343,DR3,10.3884,PS1,2247535151679497472
J20005+593,2MASS J20003177+5921289,20:00:31.74,+59:21:28.9,DR3,115.563021102234,64.9489101971174,DR3,29.0461601154058,DR3,20.728,DR3,14.2389,DR3,11.37,PS1,2237179062115406720
J20011+002,NLTT 48567,20:01:06.15,+00:16:15.5,DR3,55.5760760217786,-217.712934349969,DR3,50.262494494199,DR3,-32.724,DR3,11.755,DR3,9.4811,PS1,4237021938009045248
J20034+298,HD 190360 B,20:03:26.58,+29:51:59.5,DR3,681.116380770302,-525.863154862112,DR3,62.5269090390372,DR3,-44.023,DR3,14.6474,DR3,11.4809,PS1,2029432043779954432
J20037+644,TYC 4240-978-1,20:03:47.82,+64:25:46.8,DR3,-8.14085380862839,-98.4007980388549,DR3,26.5790966107749,DR3,-1.258,DR3,11.211,DR3,9.4496,PS1,2247440975935203840
J20038+059,GJ 1248,20:03:51.00,+05:59:44.2,DR3,-495.477509633363,-799.622082833509,DR3,75.2548209980512,DR3,30.086,DR3,12.3463,DR3,10.036,UCAC4,4248817876711932416
J20039-081,LP 694-016,20:03:58.91,-08:07:47.5,DR3,-501.165916685732,-247.285815818216,DR3,51.8223659577572,DR3,-15.187,DR3,13.7765,DR3,10.912,APASS9,4192723988912416256
J20050+544,V1513 Cyg,20:05:02.20,+54:26:03.2,DR3,-1159.52378788334,-904.008139928928,DR3,60.2957866960121,DR3,7.264,DR3,12.2316,DR3,10.15,UCAC4,2185710338703934976
J20057+529,Wolf 1131,20:05:44.24,+52:58:18.0,DR3,197.39825745083,195.078291542183,DR3,46.9740621825032,DR3,-36.259,DR3,13.4163,DR3,10.7428,UCAC4,2089355702357960448
J20079-015,G 24-5,20:07:57.55,-01:32:28.0,DR3,340.605190293108,-220.128367212787,DR3,47.2445225174297,DR3,-5.158,DR3,13.8569,DR3,11.1973,UCAC4,4223777873773440384
J20082+333,GJ 1250,20:08:17.90,+33:18:13.0,DR3,346.0,369.9,PPMXL,46.2,vAl95,-10.229,DR3,15.1587,DR3,11.9123,UCAC4,2055262595567307392
J20093-012,2MASS J20091824-0113377,20:09:18.25,-01:13:38.3,DR3,-43.9988061653754,-374.022051505966,DR3,92.6524915489984,DR3,-53.429,DR3,14.6752,DR3,11.3463,UCAC4,4223813264304668288
J20105+065,LSPM J2010+0632,20:10:34.44,+06:32:13.9,DR3,43.222532036132,-203.589491690559,DR3,62.1400525972676,DR3,-52.15,Shk10,12.4756,DR3,9.7038,UCAC4,4250327300012527872
J20109+708,TYC 4450-1440-1,20:10:57.12,+70:52:09.8,DR3,-36.8338543434213,55.1147483960316,DR3,12.1042786535154,DR3,14.67,DR3,11.998396,DR3,10.602911,APASS9,2251459209896210816
J20112+161,BD+15 4074B,20:11:13.26,+16:11:08.0,DR3,-417.297549637186,399.60768056828,DR3,48.928187148305,DR3,-50.068,DR3,14.2465,DR3,11.3713,UCAC4,1809359465717142656
J20112+379,LSPM J2011+3757,20:11:12.65,+37:57:50.0,DR3,144.720305739214,-119.28244066811,DR3,29.3113714691204,DR3,-66.409,DR3,12.0669,DR3,9.9467,UCAC4,2061572898979115136
J20129+342,G 125-70,20:12:54.91,+34:16:39.7,DR3,-390.133239957416,-132.436697226757,DR3,31.9295886665228,DR3,-18.499,EDR3,11.5274,DR3,9.5144,PS1,2055671339023893248
J20132+029,[R78b] 440,20:13:12.82,+02:56:02.0,DR3,108.686383004843,21.157362669299,DR3,27.3592891940804,DR3,-28.784,DR3,11.9857,DR3,9.9921,UCAC4,4244169931815651712
J20138+133,Ross 754,20:13:51.81,+13:23:19.7,DR3,421.920860473124,19.1289583701487,DR3,32.5878789332695,DR3,-68.133,DR3,11.5323,DR3,9.5531,UCAC4,1803475188714186368
J20139+066,LP 574-001,20:13:58.98,+06:41:16.2,DR3,-252.047970182067,-582.564298312252,DR3,43.5696146226863,DR3,-1.482,DR3,13.465,DR3,10.7489,PS1,4249667627392687488
J20151+635,LP 106-240,20:15:09.91,+63:31:12.8,DR3,304.260623029252,224.188131033025,DR3,28.7101211152264,DR3,-4.925,DR3,11.3137,DR3,9.5102,UCAC4,2244165462076988672
J20165+351,G 210-011,20:16:32.15,+35:10:42.7,DR3,-85.5400916543657,-322.041452052147,DR3,38.9165035053087,DR3,21.658,DR3,12.566,DR3,10.3018,UCAC4,2055820838238174592
J20187+158,LTT 15944,20:18:44.56,+15:50:46.2,DR3,174.235638479909,-59.4519362106485,DR3,57.1790240675741,DR3,-13.186,DR3,12.0257,DR3,9.6559,UCAC4,1808403096750183168
J20195+080,LTT 15948,20:19:34.50,+08:00:30.0,DR3,98.5927696480821,-186.541529971846,DR3,26.8325664982434,DR3,-19.444,DR3,13.2191,DR3,10.6926,UCAC4,4250255999259495552
J20198+229,LP  395-8 A,20:19:49.26,+22:56:36.4,DR3,83.5647243740352,106.536259013708,DR3,33.8974929728766,DR3,-26.616,Bar18,12.2646,DR3,9.8477,PS1,1829571684890816384
J20220+216,TYC 1643-120-1,20:22:01.62,+21:47:21.8,DR3,2.62596894056793,-131.790021605843,DR3,37.0909044268195,DR3,-16.087,DR3,12.4808,DR3,10.2011,APASS9,1829237158474914688
J20223+322,2MASS J20221862+3217154,20:22:18.63,+32:17:15.3,DR3,147.5214607937,-12.2941786542149,DR3,51.1262702430609,DR3,-24.855,DR3,13.1871,DR3,10.4777,PS1,2054269874008075904
J20227+473,Ross 176,20:22:45.19,+47:18:27.8,DR3,227.078308454533,204.4625320415,DR3,21.505114635247,DR3,-47.777,DR3,11.2703,DR3,10.3676,APASS9,2083391813854073856
J20229+106,NLTT 49159,20:22:56.21,+10:40:50.8,DR3,-380.423766811165,-394.671318919057,DR3,31.9855636887015,DR3,25.858,DR3,14.2119,DR3,11.5552,UCAC4,1753902985417270528
J20232+671,NLTT 49224,20:23:17.96,+67:10:10.2,DR3,219.954821397351,170.474581524183,DR3,45.5254735388161,DR3,,,15.7376,DR3,12.2833,PS1,2246676707976104960
J20260+585,Wolf 1069,20:26:05.30,+58:34:22.7,DR3,261.037647532725,542.905592839083,DR3,104.441458260681,DR3,-60.257,DR3,14.3679,DR3,11.0266,UCAC4,2188318517720321664
J20269+275,G 186-027,20:26:56.31,+27:30:58.6,DR3,-23.2385021554063,280.701660957274,DR3,32.4937455791256,DR3,-65.852,DR3,12.4808,DR3,10.1745,UCAC4,1859995961888258432
J20287-114,L 755-019,20:28:43.63,-11:28:30.9,DR3,159.097299876151,-96.9752972606928,DR3,54.5524307527512,DR3,-26.266,DR3,12.6958,DR3,10.0266,UCAC4,6904064446906104832
J20298+096,HU Del,20:29:48.32,+09:41:20.6,DR3,669.342114416937,101.330055432856,DR2,133.811337811977,DR2,-37.692,DR3,13.337,DR3,10.1687,UCAC4,1752805741531173632
J20301+798,GSC 04593-01344,20:30:07.15,+79:50:46.6,DR3,98.9296093080865,44.3027484516391,DR3,29.4588567140348,DR3,12.37,Jeff18,12.5172,DR3,10.05,UCAC4,2291961885368309504
J20305+654,GJ 793,20:30:32.05,+65:26:58.4,DR3,443.263646615983,283.353691405476,DR3,123.654659840212,DR3,10.18,DR3,10.7697,DR3,8.2856,PS1,2246206567973292160
J20314+385,Ross 188,20:31:25.64,+38:33:44.2,DR3,201.383378488452,720.678018424798,DR3,64.9355453393166,DR3,-24.525,DR3,13.7651,DR3,10.9015,PS1,2064100569188230144
J20336+617,GJ 1254,20:33:40.32,+61:45:13.6,DR3,537.94108255853,911.120880286144,DR3,62.5852664573436,DR3,-20.739,DR3,12.7858,DR3,9.9903,PS1,2195298973450457984
J20337+233,G 186-29A,20:33:42.76,+23:22:14.0,DR3,292.866188852354,84.0552967347362,DR3,28.7314932087649,DR3,-18.416,DR3,13.1668,DR3,10.6852,PS1,1819258227150298752
J20339+643,G 262-018,20:33:59.86,+64:19:10.1,DR3,-423.372952956313,-126.903696256208,DR3,35.6024755860084,DR3,-42.003,DR3,13.4467,DR3,10.8419,PS1,2245327439707888256
J20347+033,G 24-20,20:34:43.03,+03:20:51.3,DR3,287.808106872635,-479.069925465387,DR3,47.4234426606547,DR3,-47.404,DR3,12.2416,DR3,9.8816,UCAC4,4233129014004310656
J20349+592,Wolf 1074,20:34:55.31,+59:17:26.8,DR3,-239.829263092422,-47.9519756327474,DR3,45.7864895468702,DR3,-105.19,DR3,13.6942,DR3,10.9852,SDSS9,2194392804070784128
J20367+388,G 209-038,20:36:46.03,+38:50:32.7,DR3,170.650627205425,-150.557727408997,DR3,61.1319330847759,DR3,-29.032,DR3,13.6084,DR3,10.9161,SDSS9,2063967910147595008
J20373+219,Wolf 1351,20:37:20.81,+21:56:52.3,DR3,-36.0885966491841,-277.459915964397,DR2,30.1669248115568,DR2,-18.5,Haw96,11.5968,DR3,9.5323,PS1,1817764510545876736
J20403+616,TYC 4246-488-1,20:40:18.69,+61:41:30.2,DR3,-44.4924937050032,-108.832634287095,DR3,41.2561843863304,DR3,-22.863,DR3,11.5276,DR3,9.446,UCAC4,2195072680215085568
J20405+154,GJ 1256,20:40:33.86,+15:29:58.7,DR3,1320.67868922133,662.146668730158,DR3,104.919010801769,DR3,-59.299,DR3,13.6851,DR3,10.543,UCAC4,1810616448010879488
J20407+199,GJ 797B,20:40:44.51,+19:54:03.2,DR3,118.708184245498,312.221820671535,aDR3,47.7456880146795,aDR3,-34.88,Jeff18,12.1151,DR3,9.6833,UCAC4,1814240507054683008
J20409-101,StKM 1-1806,20:40:56.40,-10:06:45.3,DR3,-71.9,139.9,PPMXL,,,-18.604,DR2,12.1628,DR3,9.9471,UCAC4,6902988231180003072
J20418-324,AT Mic A,20:41:51.13,-32:26:06.7,DR3,246.928986788514,-417.194840956503,DR3,100.792106777422,DR3,-4.064,DR3,11.216,DR3,8.185,UCAC4,6792436799475128960
J20429-189,BD-19 5899,20:42:57.15,-18:55:06.1,DR3,601.392984120386,-859.056310437389,DR3,52.4349339230831,DR3,5.234,DR3,10.9643,DR3,8.879,UCAC4,6858312737278836736
J20433+047,LSPM J2043+0445,20:43:23.87,+04:45:55.2,DR3,446.318797200184,-145.517012925548,DR3,66.4545051197434,DR3,-48.864,DR3,15.626,DR3,12.1771,UCAC4,1735245338242513536
J20433+553,GJ 802,20:43:19.26,+55:20:53.1,DR3,867.526232015793,1711.73136986188,DR3,60.9618082211606,DR3,-74.7,PMSU,14.9925,DR3,11.5687,PS1,2183807118443409536
J20435+240,Wolf 1360,20:43:34.52,+24:07:40.9,DR3,144.980975796349,-40.6493797457945,DR3,46.8511310229704,DR3,-19.391,DR3,12.0279,DR3,9.6967,APASS9,1843206728575513472
J20436+642,G 262-026,20:43:41.36,+64:16:54.1,DR3,309.811956975555,-102.036530076717,DR3,46.5840524610168,DR3,15.337,DR3,11.6223,DR3,9.6428,APASS9,2245095683274908672
J20436-001,LP 635-046,20:43:41.33,-00:10:41.6,DR3,360.704629639397,252.735097970625,DR3,38.2070306608641,DR3,-63.47,DR3,11.6947,DR3,9.7201,UCAC4,4227888840368754432
J20443+197,HD 352860,20:44:21.95,+19:44:58.7,DR3,30.0886941031116,-554.793343049755,DR3,50.8044195822827,DR3,2.947,EDR3,10.5572,DR3,8.6026,UCAC4,1814070838668707840
J20445+089N,LP 576-039,20:44:30.44,+08:54:25.5,DR3,208.526525791519,97.6498928115151,DR3,40.3533365773705,DR3,-41.23,Jeff18,12.8176,DR3,10.1983,PS1,1750816651978245248
J20445+089S,LP 576-040,20:44:30.72,+08:54:11.0,DR3,201.40154807375,97.5940662448293,DR3,40.4583741483981,DR3,-28.57,DR3,11.5096,DR3,9.4402,UCAC4,1750816656275568000
J20450+444,BD+44 3567,20:45:04.10,+44:29:56.6,DR3,434.027771727487,271.022230271175,DR3,82.8902722674978,DR3,-24.991,DR3,11.0059,DR3,8.7507,UCAC4,2070115588901082368
J20451-313,AU Mic,20:45:09.53,-31:20:27.2,DR3,281.319034526262,-360.147718696354,DR3,102.943191317549,DR3,-6.898,DR3,8.91,DR3,6.7986,UCAC4,6794047652729201024
J20488+197,G 144-039,20:48:52.46,+19:43:04.9,DR3,-167.5,-203.2,PPMXL,29.8,vAl95,15.67,Jeff18,13.6469,DR3,10.9211,UCAC4,1814395228960523776
J20496-003,Wolf 882,20:49:39.54,-00:21:03.4,DR3,302.986368390444,-205.991672878135,DR3,40.3812180655668,DR3,-59.851,DR3,13.3164,DR3,10.6959,UCAC4,4227165812690769408
J20519+691,G 262-029,20:51:59.86,+69:10:07.6,DR3,231.501987155878,3.19834219940207,DR3,45.5911000955539,DR3,-30.971,DR3,11.9452,DR3,9.7985,PS1,2271106756832674304
J20525-169,LP 816-060,20:52:33.02,-16:58:29.0,DR3,-309.115018746854,37.0509062452324,DR3,177.931221421912,DR3,16.308,Sou18,11.7366,DR3,8.835,SDSS9,6882963066420161664
J20532-023,LP 636-019,20:53:14.66,-02:21:21.9,DR3,194.786180350737,10.7043315856912,DR3,29.195030768276,DR3,-40.955,DR3,13.467,DR3,10.8625,UCAC4,6916734905368878080
J20533+621,HD 199305,20:53:19.79,+62:09:15.8,DR3,0.259120184690062,-773.095749935208,DR3,142.054284613815,DR3,-17.787,DR3,8.791,DR3,6.7473,PS1,2195886971653527168
J20535+106,G 25-8,20:53:33.06,+10:37:02.2,DR3,-492.513704455553,-447.204994321319,DR3,77.940666734059,DR3,-20.139,DR3,14.2014,DR3,11.1742,UCAC4,1750765357185849856
J20549+675,LP 074-035,20:54:54.46,+67:35:07.9,DR3,160.237410776743,117.035923375145,DR3,35.0099885012425,DR3,-13.083,DR3,12.3101,DR3,10.111,UCAC4,2270110569236141824
J20556-140N,GJ 810 A,20:55:37.75,-14:02:08.0,DR3,1416.62297939262,-472.375291144405,DR3,84.8563042562872,DR3,-142.098,Bar18,12.687,DR3,9.8251,SDSS9,6887029163498137856
J20556-140S,GJ 810 B,20:55:37.12,-14:03:54.9,DR3,1420.75483625818,-472.266481739305,DR3,80.2047527943059,DR3,-140.859,DR3,14.8232,DR3,11.5942,PS1,6887025727524300416
J20567-104,Wolf 896,20:56:46.60,-10:26:54.7,DR3,-37.0795436091874,-1124.4550378035,DR3,61.9762688762738,DR3,35.54,DR3,11.7189,DR3,9.2859,PS1,6890353330746858368
J20568-048,FR Aqr,20:56:48.54,-04:50:49.1,DR3,796.593488878374,-219.648289557872,DR3,61.8241868141141,DR3,-44.169,DR3,12.1595,DR3,9.4553,UCAC4,6913810483612308480
J20574+223,Wolf 3273,20:57:25.36,+22:21:45.8,DR3,769.643638516681,-213.506570973406,DR3,69.297562758764,DR3,-30.677,DR3,12.265,DR3,9.9024,APASS9,1838855376946302720
J20586+342,LP 285-005,20:58:41.93,+34:16:27.0,DR3,290.854033121337,-144.894681286366,DR3,39.6775801544156,DR3,11.226,DR3,11.2614,DR3,9.3101,UCAC4,1866522319330814592
J21000+400,V1396 Cyg,21:00:05.39,+40:04:12.7,DR3,602.234338946363,-250.521126420105,DR3,66.5535331063445,DR3,-28.7,PMSU,10.3914,DR3,8.1522,UCAC4,1873073175244118784
J21001+495,G 212-014,21:00:08.93,+49:35:17.1,DR3,188.353235140999,228.964270535188,DR3,33.0211916310882,DR3,-49.057,DR3,12.2405,DR3,9.994,UCAC4,2168622381825547648
J21012+332,LP 340-547,21:01:16.09,+33:14:33.3,DR3,325.55279080712,-164.230938251011,DR3,49.7840211237927,DR3,-39.177,DR3,12.6143,DR3,10.0618,APASS9,1866215589940389120
J21013+332,LP 340-548,21:01:20.63,+33:14:28.0,DR3,307.900553231901,-128.046902951337,DR2,47.9729613743391,DR2,-25.0,New14,13.2717,DR3,10.5804,PS1,1866215555581050496
J21014+207,G 144-050,21:01:24.84,+20:43:38.0,DR3,-386.2,-397.6,PPMXL,44.1,Dit14,-3.224,DR3,14.3962,DR3,11.6202,UCAC4,1837688520231257472
J21019-063,Wolf 906,21:01:58.64,-06:19:07.5,DR3,-230.248850424266,-442.33094560278,DR3,69.0219175352565,DR3,-15.206,DR3,11.47,DR3,9.0555,UCAC4,6910371005081903488
J21027+349,G 211-009,21:02:46.09,+34:54:35.6,DR3,238.576071927496,-272.626234456132,DR3,28.8550675307273,DR3,-42.213,DR3,14.8431,DR3,11.758,UCAC4,1866460334359360768
J21044+455,TYC 3588-5589-1,21:04:28.68,+45:35:42.9,DR3,168.78812859712,-39.234264845924,DR3,25.9505093470395,DR3,-43.42,DR3,12.653,DR3,10.4031,UCAC4,2162788544946586624
J21048-169,Ross 769,21:04:53.38,-16:57:31.9,DR3,-916.062822997375,-2039.7905994564,DR3,54.6176016738714,DR3,-10.891,DR3,11.6972,DR3,9.5918,UCAC4,6882393725554653056
J21055+061,2MASS J21053205+0609155,21:05:32.06,+06:09:15.5,DR3,27.7219735005868,44.7439711858019,DR3,44.3682359938547,DR3,-12.37,DR3,12.8558,DR3,10.288,UCAC4,1736707482548494848
J21057+502,2MASS J21054537+5015435,21:05:45.38,+50:15:43.6,DR3,95.2780560037605,32.00657434601,DR3,27.7141783083736,DR3,-13.252,DR3,13.9258,DR3,11.257,UCAC4,2169119322418793600
J21059+044,LP 576-034,21:05:56.38,+04:25:40.8,DR3,123.946360229582,-175.943921652947,DR3,37.0772125821271,DR3,-68.227,DR3,12.4525,DR3,10.0614,UCAC4,1732878776902363264
J21074+468,2MASS J21072810+4651537,21:07:28.10,+46:51:53.8,DR3,24.4943968429514,97.9151684741199,DR3,23.8064576743022,DR3,-22.811,DR3,13.2903,DR3,10.9555,UCAC4,2164365897458715392
J21076-130,1RXS J120736.5-130500,21:07:36.79,-13:04:58.2,DR3,61.0361597346122,-87.1958429124708,DR3,48.1437712920106,DR3,-0.442,DR3,12.8831,DR3,10.3051,UCAC4,6885822307751773568
J21087-044N,[RHG95] 3306,21:08:44.81,-04:25:18.2,DR3,-53.0815044718309,-7.29510093842404,DR3,35.2594783857781,DR3,27.6,Haw96,13.704,DR3,11.0833,PS1,6912161143154808192
J21087-044S,BD-05 5480A,21:08:45.50,-04:25:36.3,DR3,-80.3564836982992,-29.1194720926276,DR3,34.8508869719512,DR3,-2.015,DR3,9.6376,DR3,8.1754,APASS9,6912161147450851840
J21092-133,Wolf 918,21:09:17.43,-13:18:09.0,DR3,715.064154363957,-1995.44562053149,DR3,84.440183209485,DR3,-58.349,DR3,11.108,DR3,8.9923,UCAC4,6885776098199761024
J21100-193,BPS CS 22898-0065,21:10:05.36,-19:19:57.6,DR3,90.6103623011376,-90.9948979953857,DR3,30.8979386155337,DR3,-6.435,DR3,12.0953,DR3,9.6744,UCAC4,6833292181958100224
J21109+294,Ross 824,21:10:54.75,+29:25:23.3,DR3,-226.61,-294.84,HIP2,31.0,HIP2,-9.122,DR2,11.29,DR3,9.161,UCAC4,1851511649139822208
J21123+359,LP 285-009,21:12:22.42,+35:55:23.3,DR3,182.531627821653,86.4804647738688,DR3,34.0702244000447,DR3,-25.491,DR3,11.9796,DR3,9.8683,APASS9,1867689519637192704
J21127-073,2MASS J21124559-0719558,21:12:45.60,-07:19:55.9,DR3,104.806458607323,-37.1403136864352,DR3,29.2694350017166,DR3,-11.553,DR3,14.2162,DR3,11.5291,UCAC4,6898744185014057216
J21137+087,LSPM J2113+0846N,21:13:44.61,+08:46:10.6,DR3,151.076181186605,-94.6147033450725,DR3,38.4139817408411,DR3,-15.067,EDR3,12.1506,DR3,9.838,PS1,1743167182082283136
J21138+180,Ross 772,21:13:52.51,+18:05:59.5,DR3,447.04313388795,-45.6893269536823,DR3,33.1861322526093,DR3,-50.41,DR3,12.9397,DR3,10.4984,UCAC4,1788103874414950144
J21145+508,LSPM J2114+5052,21:14:32.25,+50:52:31.6,DR3,211.509819419251,0.547418161719944,DR3,36.4096206049113,DR3,9.661,DR3,12.352,DR3,9.9456,UCAC4,2166211633861548800
J21147+380,G 211-14,21:14:46.87,+38:01:14.3,DR3,167.770610092077,421.008274329432,DR3,49.1047547575057,DR3,-22.745,DR3,12.1876,DR3,9.8164,UCAC4,1964791549008457856
J21152+257,LP 397-041,21:15:12.60,+25:47:45.5,DR3,134.820110157775,-268.447519128631,DR3,37.3888287850819,DR3,-16.312,DR3,12.379,DR3,9.9423,UCAC4,1841590549559106176
J21160+298E,Ross 776,21:16:05.82,+29:51:51.0,DR3,200.460087018113,36.5366332577258,DR3,50.7599545963473,DR3,-3.878,DR3,12.9713,DR3,10.1816,APASS9,1851868127125091840
J21160+298W,Ross 826,21:16:03.84,+29:51:46.0,DR3,210.559017933273,41.4832376734984,DR3,49.9074882307901,DR3,-3.579,DR3,13.7509,DR3,10.9652,PS1,1851868127125091968
J21164+025,LSPM J2116+0234,21:16:27.28,+02:34:51.4,DR3,247.356265175983,-39.7630309155494,DR3,56.6906539472873,DR3,-22.31033,Lafa20,12.1973,DR3,9.7169,UCAC4,2692455319291894400
J21173+208N,Ross 773 A,21:17:22.74,+20:53:54.7,DR3,308.2901121306,285.290144168587,DR3,32.7868417439062,DR3,-41.652,DR3,12.8413,DR3,10.4153,PS1,1791309809807683200
J21173+208S,Ross 773 B,21:17:22.65,+20:53:58.6,DR3,299.502076189529,297.486886767225,DR3,32.7538551415246,DR3,-41.417,DR3,13.965,DR3,11.2495,UCAC4,1791309814098901120
J21173+640,G 262-038,21:17:21.91,+64:02:39.5,DR3,342.086585920441,-22.1793330260536,DR3,31.9704040049244,DR3,7.0,New14,15.1998,DR3,11.9763,UCAC4,2220351174091526016
J21176-089N,StKM 1-1876,21:17:36.15,-08:54:11.0,DR3,-74.6283762951079,-40.1357673604142,DR3,37.1469581507346,DR3,5.232,DR3,12.3573,DR3,9.9525,UCAC4,6896057214818851712
J21176-089S,GJ 4188B,21:17:39.63,-08:54:49.2,DR3,-73.3133819817699,-27.1842907854057,DR3,33.5136835480407,DR3,6.758,DR3,13.5858,DR3,11.0611,UCAC4,6896056458904608128
J21185+302,GSC 02703-00706,21:18:33.76,+30:14:34.6,DR3,59.3529293802639,-22.4442298553522,DR3,26.7590096581016,DR3,-25.005,DR3,11.9324,DR3,9.9455,PS1,1851787179879007232
J21221+229,TYC 2187-512-1,21:22:06.28,+22:55:53.1,DR3,108.770331749212,117.794298931224,DR3,64.5802065557738,DR3,5.448,DR3,10.8307,DR3,8.7556,UCAC4,1791995119082190848
J21243+085,G 93-006,21:24:19.27,+08:30:06.3,DR3,-181.0,-171.2,PPMXL,25.9,Dit14,-21.5,Haw96,13.9042,DR3,11.2682,UCAC4,1740318210014704256
J21245+400,LSR J2124+4003,21:24:32.32,+40:03:59.7,DR3,542.230249668188,439.024037951908,DR3,68.9207863911956,DR3,-69.253,DR3,16.1776,DR3,12.5251,UCAC4,1965478468902062464
J21267+037,GJ 828.1,21:26:42.45,+03:44:13.7,DR3,-39.9909967856923,-53.5936273323038,DR3,36.0653908211277,DR3,-4.952,DR3,10.6991,DR3,8.9265,UCAC4,2692798534424338304
J21272-068,Wolf 920,21:27:16.86,-06:50:39.4,DR3,29.0811195710396,-399.232848473108,DR3,59.6315933101445,DR3,52.645,DR3,11.3268,DR3,9.2865,UCAC4,6898272528885931008
J21275+340,V2160 Cyg,21:27:32.96,+34:01:28.6,DR3,-279.497808849725,-181.689288837876,DR3,38.2914487126952,DR3,-67.522,DR3,11.3582,DR3,9.3071,PS1,1854353921061345792
J21277+072,Ross 778,21:27:46.44,+07:17:56.2,DR3,-224.752537004683,-646.348049013279,DR3,38.4847911429381,DR3,-12.3,Haw96,11.8365,DR3,9.6993,UCAC4,1739379433242806144
J21280+179,LP 457-038,21:28:05.48,+17:54:00.2,DR3,81.5966787945914,154.390875472002,DR3,26.497394506892,DR3,-31.36,DR3,12.2868,DR3,10.2155,UCAC4,1784536685033921920
J21283-223,LP 873-049,21:28:18.28,-22:18:32.4,DR3,-209.60162459079,-259.878660623811,DR3,47.3246625270325,DR3,41.87,DR3,12.4208,DR3,10.0025,APASS9,6828140347214896000
J21296+176,Ross 775,21:29:36.81,+17:38:35.9,DR3,1007.03963471621,378.400007153322,DR3,147.495777521243,DR3,-25.1,PMSU,10.5719,DR3,7.9174,SDSS9,1784473016438653056
J21313-097,BB Cap,21:31:18.57,-09:47:26.5,DR3,1246.51045420577,-61.0658374351347,DR2,134.083125520942,DR2,-71.443,DR3,12.2449,DR3,9.1621,,6894054664842632448
J21323+245,LP  397-34 A,21:32:21.96,+24:33:41.3,DR3,229.027602095201,-8.88335267355775,DR3,48.5946887990965,DR3,0.391,DR3,13.3568,DR3,10.5023,UCAC4,1798246358081360256
J21338+017N,LP 638-066,21:33:49.14,+01:47:01.6,DR3,-7.23045481983896,-723.224506918929,DR3,59.2406036779253,DR3,-18.621,DR3,14.6856,DR3,11.7457,PS1,2688566793341935616
J21338+017S,NLTT 51554,21:33:49.13,+01:46:56.5,DR3,-14.889140954692,-726.895350991516,DR3,59.2009049057809,DR3,-18.517,DR3,14.1422,DR3,11.3266,PS1,2688566793341935360
J21338-068,Wolf 923,21:33:48.91,-06:51:10.4,DR3,126.248017907993,-502.822124286661,DR3,59.7525821007022,DR3,3.304,Ter15,14.3393,DR3,11.3528,APASS9,2670661109044300160
J21348+515,Wolf 926,21:34:50.34,+51:32:13.6,DR3,458.905245827669,313.164423366211,DR3,56.7153997212767,DR3,-14.345,DR3,12.0279,DR3,9.5848,UCAC4,2171727299589482112
J21366+394,V2168 Cyg,21:36:38.58,+39:27:20.5,DR3,-209.180842349373,-160.106614400064,DR3,48.1082118692896,DR3,0.718,EDR3,10.3913,DR3,8.4293,UCAC4,1953952391581618432
J21369+561,Ross 215,21:36:58.84,+56:07:04.7,DR3,-10.8417004537801,153.189631301634,DR3,28.2371272470467,DR3,-63.329,DR3,12.0343,DR3,9.9923,UCAC4,2177698987757211008
J21374-059,2MASS J21372900-0555082,21:37:29.00,-05:55:08.1,DR3,13.6,151.7,PPMXL,,,5.4,Z21,13.1909,DR3,10.4174,UCAC4,2670835274262946560
J21376+016,GSC 00543-00620,21:37:40.19,+01:37:13.5,DR3,85.3204666078162,-50.9265654720286,DR3,27.8463116206182,DR3,-10.999,DR3,13.5649,DR3,10.5961,UCAC4,2694353690543010560
